Date,Close,AITrain,AITest
2015-08-26T00:00:00.000Z,42.71,,
2015-08-27T00:00:00.000Z,43.9,60.992210388183594,
2015-08-28T00:00:00.000Z,43.93,61.4660758972168,
2015-08-31T00:00:00.000Z,43.52,61.4781379699707,
2015-09-01T00:00:00.000Z,41.82,61.31371307373047,
2015-09-02T00:00:00.000Z,43.36,60.64404296875,
2015-09-03T00:00:00.000Z,43.5,61.24985122680664,
2015-09-04T00:00:00.000Z,42.61,61.30571746826172,
2015-09-08T00:00:00.000Z,43.89,60.95283508300781,
2015-09-09T00:00:00.000Z,43.07,61.4620475769043,
2015-09-10T00:00:00.000Z,43.29,61.13455581665039,
2015-09-11T00:00:00.000Z,43.48,61.22196578979492,
2015-09-14T00:00:00.000Z,43.04,61.29774856567383,
2015-09-15T00:00:00.000Z,43.98,61.12264633178711,
2015-09-16T00:00:00.000Z,44.3,61.498268127441406,
2015-09-17T00:00:00.000Z,44.25,61.627525329589844,
2015-09-18T00:00:00.000Z,43.48,61.607269287109375,
2015-09-21T00:00:00.000Z,44.11,61.29774856567383,
2015-09-22T00:00:00.000Z,43.9,61.55070114135742,
2015-09-23T00:00:00.000Z,43.87,61.4660758972168,
2015-09-24T00:00:00.000Z,43.91,61.454010009765625,
2015-09-25T00:00:00.000Z,43.94,61.470088958740234,
2015-09-28T00:00:00.000Z,43.29,61.4821662902832,
2015-09-29T00:00:00.000Z,43.44,61.22196578979492,
2015-09-30T00:00:00.000Z,44.2,61.281761169433594,
2015-10-01T00:00:00.000Z,44.61,61.587059020996094,
2015-10-02T00:00:00.000Z,45.57,61.753387451171875,
2015-10-05T00:00:00.000Z,46.63,62.1473503112793,
2015-10-06T00:00:00.000Z,46.75,62.58972930908203,
2015-10-07T00:00:00.000Z,46.8,62.64030456542969,
2015-10-08T00:00:00.000Z,47.45,62.661407470703125,
2015-10-09T00:00:00.000Z,47.11,62.93731689453125,
2015-10-12T00:00:00.000Z,47.0,62.792625427246094,
2015-10-13T00:00:00.000Z,46.89,62.746002197265625,
2015-10-14T00:00:00.000Z,46.68,62.69943618774414,
2015-10-15T00:00:00.000Z,47.01,62.61079025268555,
2015-10-16T00:00:00.000Z,47.51,62.7502326965332,
2015-10-19T00:00:00.000Z,47.62,62.96295166015625,
2015-10-20T00:00:00.000Z,47.77,63.009986877441406,
2015-10-21T00:00:00.000Z,47.2,63.074241638183594,
2015-10-22T00:00:00.000Z,48.03,62.83086013793945,
2015-10-23T00:00:00.000Z,52.87,63.18605041503906,
2015-10-26T00:00:00.000Z,54.25,65.35517883300781,
2015-10-27T00:00:00.000Z,53.69,66.00482940673828,
2015-10-28T00:00:00.000Z,53.98,65.73953247070312,
2015-10-29T00:00:00.000Z,53.36,65.8766098022461,
2015-10-30T00:00:00.000Z,52.64,65.58425903320312,
2015-11-02T00:00:00.000Z,53.24,65.2482681274414,
2015-11-03T00:00:00.000Z,54.15,65.52799224853516,
2015-11-04T00:00:00.000Z,54.4,65.95729064941406,
2015-11-05T00:00:00.000Z,54.38,66.07630920410156,
2015-11-06T00:00:00.000Z,54.92,66.06678009033203,
2015-11-09T00:00:00.000Z,54.16,66.3253173828125,
2015-11-10T00:00:00.000Z,53.51,65.9620361328125,
2015-11-11T00:00:00.000Z,53.65,65.65474700927734,
2015-11-12T00:00:00.000Z,53.32,65.72065734863281,
2015-11-13T00:00:00.000Z,52.84,65.56547546386719,
2015-11-16T00:00:00.000Z,53.765,65.34121704101562,
2015-11-17T00:00:00.000Z,52.97,65.7749252319336,
2015-11-18T00:00:00.000Z,53.85,65.40177917480469,
2015-11-19T00:00:00.000Z,53.94,65.81510162353516,
2015-11-20T00:00:00.000Z,54.19,65.85767364501953,
2015-11-23T00:00:00.000Z,54.19,65.976318359375,
2015-11-24T00:00:00.000Z,54.25,65.976318359375,
2015-11-25T00:00:00.000Z,53.69,66.00482940673828,
2015-11-27T00:00:00.000Z,53.93,65.73953247070312,
2015-11-30T00:00:00.000Z,54.35,65.85296630859375,
2015-12-01T00:00:00.000Z,55.22,66.05245971679688,
