Date,Close,AITrain,AITest
2015-08-26T00:00:00.000Z,500.77,,
2015-08-27T00:00:00.000Z,518.37,729.1875610351562,
2015-08-28T00:00:00.000Z,518.01,735.8973388671875,
2015-08-31T00:00:00.000Z,512.89,735.7584838867188,
2015-09-01T00:00:00.000Z,496.54,733.791015625,
2015-09-02T00:00:00.000Z,510.55,727.5985717773438,
2015-09-03T00:00:00.000Z,504.72,732.8966064453125,
2015-09-04T00:00:00.000Z,499.0,730.6799926757812,
2015-09-08T00:00:00.000Z,517.54,728.521728515625,
2015-09-09T00:00:00.000Z,516.89,735.5774536132812,
2015-09-10T00:00:00.000Z,522.24,735.3272705078125,
2015-09-11T00:00:00.000Z,529.44,737.393798828125,
2015-09-14T00:00:00.000Z,521.38,740.1982421875,
2015-09-15T00:00:00.000Z,522.37,737.060546875,
2015-09-16T00:00:00.000Z,527.39,737.4439697265625,
2015-09-17T00:00:00.000Z,538.87,739.3973999023438,
2015-09-18T00:00:00.000Z,540.26,743.9124755859375,
2015-09-21T00:00:00.000Z,548.39,744.4638061523438,
2015-09-22T00:00:00.000Z,538.4,747.708984375,
2015-09-23T00:00:00.000Z,536.07,743.726318359375,
2015-09-24T00:00:00.000Z,533.75,742.8048095703125,
2015-09-25T00:00:00.000Z,524.25,741.890380859375,
2015-09-28T00:00:00.000Z,504.06,738.1741943359375,
2015-09-29T00:00:00.000Z,496.07,730.43017578125,
2015-09-30T00:00:00.000Z,511.89,727.4225463867188,
2015-10-01T00:00:00.000Z,520.72,733.40869140625,
2015-10-02T00:00:00.000Z,532.54,736.8052978515625,
2015-10-05T00:00:00.000Z,543.68,741.414306640625,
2015-10-06T00:00:00.000Z,537.48,745.8248901367188,
2015-10-07T00:00:00.000Z,541.94,743.3623046875,
2015-10-08T00:00:00.000Z,533.16,745.1316528320312,
2015-10-09T00:00:00.000Z,539.8,741.657958984375,
2015-10-12T00:00:00.000Z,550.19,744.2814331054688,
2015-10-13T00:00:00.000Z,548.9,748.4321899414062,
2015-10-14T00:00:00.000Z,544.83,747.9136352539062,
2015-10-15T00:00:00.000Z,562.44,746.2837524414062,
2015-10-16T00:00:00.000Z,570.76,753.3992919921875,
2015-10-19T00:00:00.000Z,573.15,756.8182983398438,
2015-10-20T00:00:00.000Z,560.88,757.8072509765625,
2015-10-21T00:00:00.000Z,555.77,752.76220703125,
2015-10-22T00:00:00.000Z,563.91,750.6849365234375,
2015-10-23T00:00:00.000Z,599.03,754.000732421875,
2015-10-26T00:00:00.000Z,608.61,768.7150268554688,
2015-10-27T00:00:00.000Z,611.01,772.8460083007812,
2015-10-28T00:00:00.000Z,617.1,773.888671875,
2015-10-29T00:00:00.000Z,626.55,776.5491333007812,
2015-10-30T00:00:00.000Z,625.9,780.7186279296875,
2015-11-02T00:00:00.000Z,628.35,780.4300537109375,
2015-11-03T00:00:00.000Z,625.31,781.518310546875,
2015-11-04T00:00:00.000Z,640.95,780.1687622070312,
2015-11-05T00:00:00.000Z,655.65,787.1683959960938,
2015-11-06T00:00:00.000Z,659.37,793.8748779296875,
2015-11-09T00:00:00.000Z,655.49,795.5918579101562,
2015-11-10T00:00:00.000Z,659.68,793.8011474609375,
2015-11-11T00:00:00.000Z,673.25,795.735595703125,
2015-11-12T00:00:00.000Z,665.6,802.0682983398438,
2015-11-13T00:00:00.000Z,642.35,798.4850463867188,
2015-11-16T00:00:00.000Z,647.81,787.8021850585938,
2015-11-17T00:00:00.000Z,643.3,790.28271484375,
2015-11-18T00:00:00.000Z,663.54,788.2322998046875,
2015-11-19T00:00:00.000Z,661.27,797.5259399414062,
2015-11-20T00:00:00.000Z,668.45,796.471923828125,
2015-11-23T00:00:00.000Z,678.99,799.815673828125,
2015-11-24T00:00:00.000Z,671.15,804.7794189453125,
2015-11-25T00:00:00.000Z,675.34,801.0811157226562,
2015-11-27T00:00:00.000Z,673.26,803.0531005859375,
2015-11-30T00:00:00.000Z,664.8,802.0729370117188,
2015-12-01T00:00:00.000Z,679.06,798.1121215820312,
2015-12-02T00:00:00.000Z,676.01,804.8125,
2015-12-03T00:00:00.000Z,666.25,803.3694458007812,
2015-12-04T00:00:00.000Z,672.64,798.7879638671875,
2015-12-07T00:00:00.000Z,669.83,801.7811279296875,
2015-12-08T00:00:00.000Z,677.33,800.4619140625,
2015-12-09T00:00:00.000Z,664.79,803.9934692382812,
2015-12-10T00:00:00.000Z,662.32,798.1072998046875,
2015-12-11T00:00:00.000Z,640.15,796.9591064453125,
2015-12-14T00:00:00.000Z,657.91,786.8072509765625,
2015-12-15T00:00:00.000Z,658.64,794.9173583984375,
2015-12-16T00:00:00.000Z,675.77,795.2542114257812,
2015-12-17T00:00:00.000Z,670.65,803.2559814453125,
2015-12-18T00:00:00.000Z,664.14,800.8466186523438,
2015-12-21T00:00:00.000Z,664.51,797.8048095703125,
2015-12-22T00:00:00.000Z,663.15,797.9769287109375,
2015-12-23T00:00:00.000Z,663.7,797.3445434570312,
2015-12-24T00:00:00.000Z,662.79,797.6004638671875,
2015-12-28T00:00:00.000Z,675.2,797.1773071289062,
2015-12-29T00:00:00.000Z,693.97,802.9873046875,
2015-12-30T00:00:00.000Z,689.07,811.94580078125,
2015-12-31T00:00:00.000Z,675.89,809.5872192382812,
2016-01-04T00:00:00.000Z,636.99,803.3126831054688,
2016-01-05T00:00:00.000Z,633.79,785.3829956054688,
2016-01-06T00:00:00.000Z,632.65,783.9465942382812,
2016-01-07T00:00:00.000Z,607.94,783.4366455078125,
2016-01-08T00:00:00.000Z,607.05,772.5552368164062,
2016-01-11T00:00:00.000Z,617.74,772.1697998046875,
2016-01-12T00:00:00.000Z,617.89,776.8297729492188,
2016-01-13T00:00:00.000Z,581.81,776.895751953125,
2016-01-14T00:00:00.000Z,593.0,761.4168701171875,
2016-01-15T00:00:00.000Z,570.18,766.1411743164062,
2016-01-19T00:00:00.000Z,574.48,756.578857421875,
2016-01-20T00:00:00.000Z,571.77,758.3587036132812,
2016-01-21T00:00:00.000Z,575.02,757.2357177734375,
2016-01-22T00:00:00.000Z,596.38,758.583251953125,
2016-01-25T00:00:00.000Z,596.53,767.58154296875,
2016-01-26T00:00:00.000Z,601.25,767.6453857421875,
2016-01-27T00:00:00.000Z,583.35,769.6679077148438,
2016-01-28T00:00:00.000Z,635.35,762.06298828125,
2016-01-29T00:00:00.000Z,587.0,784.646728515625,
2016-02-01T00:00:00.000Z,574.81,763.5994873046875,
2016-02-02T00:00:00.000Z,552.1,758.4959106445312,
2016-02-03T00:00:00.000Z,531.07,749.2012329101562,
2016-02-04T00:00:00.000Z,536.26,740.8372192382812,
2016-02-05T00:00:00.000Z,502.13,742.8800048828125,
2016-02-08T00:00:00.000Z,488.1,729.7005615234375,
2016-02-09T00:00:00.000Z,482.07,724.4542846679688,
2016-02-10T00:00:00.000Z,490.48,722.229736328125,
2016-02-11T00:00:00.000Z,503.82,725.3375244140625,
2016-02-12T00:00:00.000Z,507.08,730.3394775390625,
2016-02-16T00:00:00.000Z,521.1,731.5751342773438,
